Ask,AVolume,Bid,BVolume,Exchange,Ticker,TimeStamp,Spread
0.083554,3000.0029,0.08325,3000.0026,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.000304
0.083556,12.8052,0.083249,6435,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.000307
0.083557,6453.3796,0.083243,9787.3814,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.000314
0.083566,3000,0.083233,19493.527,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.000333
0.083567,14795.054,0.083228,3328.5879,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.000339
0.083569,3558.9312,0.083223,35197.965,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.000346
0.083572,3000.0031,0.083219,501417.0482,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.000353
0.083573,3000.003,0.083213,36018.9987,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.00036
0.083577,558476.2326,0.083207,9603,Bitget,DOGE/USDT,2022-11-09T11:16:44.475Z,0.00037
0.083252,1184,0.083169,960,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,8.30E-05
0.083377,141059,0.083163,890,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000214
0.083401,58989,0.083161,1042,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.00024
0.083442,43870,0.083159,600,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000283
0.083463,119528,0.083154,1438,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000309
0.083518,100485,0.083151,386,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000367
0.083569,43566,0.083148,1542,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000421
0.083638,73824,0.083146,1500,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000492
0.083653,134235,0.083136,1062,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000517
0.083697,165327,0.083134,1366,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000563
0.083738,43156,0.083103,72204,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000635
0.083799,132795,0.083096,1019,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000703
0.083867,159150,0.083088,1325,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000779
0.08393,145644,0.083041,172646,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000889
0.083966,55270,0.082973,94971,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.000993
0.084008,147304,0.082916,96635,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.001092
0.08402,84069,0.082875,82836,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.001145
0.084062,46596,0.082833,92037,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.001229
0.0841,21232,0.082792,122891,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.001308
0.084103,80002,0.082725,53712,BitMart,DOGE/USDT,2022-11-09T11:16:57.957Z,0.001378
0.083247,8614.69,0.083246,62.74,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,1.00E-06
0.083281,84.91,0.083206,803.33,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,7.50E-05
0.083284,1316.48,0.083197,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,8.70E-05
0.083286,5500,0.083196,1516.88,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,9.00E-05
0.083289,1316.48,0.083164,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000125
0.08329,12409.2,0.083163,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000127
0.083305,5500,0.083138,6130.87,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000167
0.083375,1906.7,0.083128,4818.47,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000247
0.08338,1102.14,0.083116,4020.72,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000264
0.083396,6086.35,0.083093,5881.75,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000303
0.083438,80.2,0.08309,1193.39,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000348
0.083472,6011.15,0.083085,2000,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000387
0.083476,27654,0.083083,1749.91,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000393
0.083481,1150.24,0.083081,1939.53,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.0004
0.083486,2000,0.083078,1251.58,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000408
0.08352,204785.94,0.083077,2961.27,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000443
0.083534,42.54,0.083076,2887.79,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000458
0.083548,5406.18,0.083069,1419.74,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000479
0.083552,403746.1,0.083068,9643.93,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000484
0.083555,10000,0.083062,657.65,Gate.io,DOGE/USDT,2022-11-09T11:17:07.809Z,0.000493
0.083345,3000.0027,0.08316,1899.5348,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000185
0.083347,3000.0048,0.083125,3000.0003,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000222
0.083349,3000.0045,0.083123,3000.0018,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000226
0.083351,3000.0016,0.083121,3000.0036,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.00023
0.083353,3000.0027,0.083119,3000.0039,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000234
0.083355,3000.0012,0.083117,3000.0021,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000238
0.08336,3000.0022,0.083115,3000.005,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000245
0.083365,7603.8968,0.083113,6435,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000252
0.08337,76440.87,0.083105,3000.0022,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000265
0.083375,11155.9789,0.083099,3000.0014,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000276
0.083383,3000.0032,0.083095,29063.43,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000288
0.083384,3000.0003,0.083085,600684.7809,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000299
0.083385,10552.2973,0.083079,3000.0019,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000306
0.083386,6435,0.083078,3666.3264,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000308
0.08339,3000.0035,0.083075,8934.1545,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000315
0.083391,3000.0048,0.083065,24577.8584,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000326
0.083395,9421.7197,0.083057,467441.975,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000338
0.083396,3566.2374,0.083055,4194.8086,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000341
0.083402,3960,0.083053,14744.6739,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000349
0.083405,3366.163,0.083047,9603,Bitget,DOGE/USDT,2022-11-09T11:17:19.136Z,0.000358
0.083226,1399,0.083189,1277,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,3.70E-05
0.083231,1509,0.083186,1687,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,4.50E-05
0.083234,1181,0.083184,995,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,5.00E-05
0.083236,1663,0.083183,528,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,5.30E-05
0.083237,385,0.083181,559,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,5.60E-05
0.083239,779,0.083179,391,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,6.00E-05
0.083242,412,0.083178,659,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,6.40E-05
0.083244,1160,0.083176,1420,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,6.80E-05
0.083246,750,0.083174,959,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,7.20E-05
0.083251,827,0.083173,1441,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,7.80E-05
0.083252,691,0.083171,1577,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,8.10E-05
0.083254,667,0.083169,951,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,8.50E-05
0.083256,951,0.083164,396,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,9.20E-05
0.083257,1370,0.083163,733,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,9.40E-05
0.083259,1459,0.083154,1536,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,0.000105
0.083261,655,0.083151,539,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,0.00011
0.083262,781,0.083149,771,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,0.000113
0.083264,1676,0.083041,172646,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,0.000223
0.083266,1499,0.082973,94971,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,0.000293
0.083267,1323,0.082916,96635,BitMart,DOGE/USDT,2022-11-09T11:17:31.089Z,0.000351
0.083137,5585,0.083113,43.13,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,2.40E-05
0.083161,5500,0.083095,803.33,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,6.60E-05
0.083168,763.46,0.083086,1516.88,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,8.20E-05
0.0832,2119.81,0.083066,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000134
0.083212,1863.3,0.083062,6157.65,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.00015
0.083217,1316.48,0.083024,6118.26,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000193
0.083232,1316.48,0.083009,4826.77,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000223
0.083242,1316.48,0.083,50,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000242
0.083251,6046.87,0.082982,1254,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000269
0.083264,1906.88,0.08298,30542.56,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000284
0.083283,204785.94,0.082965,5914.88,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000318
0.083288,4389.35,0.082957,2000,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000331
0.083294,5908.76,0.08295,348.24,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000344
0.083305,2000,0.082936,1753.28,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000369
0.083308,403746.1,0.082935,2966.99,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000373
0.08331,1103.15,0.082932,4836.64,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000378
0.083328,17299.02,0.08293,204785.94,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000398
0.083329,27546,0.082926,23676,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000403
0.083335,2000,0.082925,1422.49,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.00041
0.083355,10000,0.082924,24080.72,Gate.io,DOGE/USDT,2022-11-09T11:17:41.311Z,0.000431
0.083285,3000.003,0.083079,1901.3868,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000206
0.083287,3000.0049,0.083065,3000.0011,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000222
0.083289,3000.0035,0.083063,3000.0047,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000226
0.083291,3000.0013,0.083061,3000.0043,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.00023
0.083293,3000.001,0.083059,3000.0036,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000234
0.083295,3000.0014,0.083057,3000.0041,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000238
0.083305,3000.0006,0.083055,3000.001,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.00025
0.083307,5683.3524,0.083054,6435,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000253
0.083309,6435,0.083051,3000.004,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000258
0.083315,3000.0004,0.083049,9405,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000266
0.083325,8496.4017,0.083045,17226.7103,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.00028
0.083335,18816.7148,0.083036,3000.0047,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000299
0.083336,3000.0037,0.083035,13179.389,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000301
0.083342,3960,0.083025,28846.994,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000317
0.083345,5473.9139,0.083015,8129.1247,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.00033
0.083353,441555.6311,0.083013,3000.0043,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.00034
0.083355,6959.6935,0.08301,29127.2942,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000345
0.083356,3000.0034,0.083008,22034.8698,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000348
0.083361,3000.0017,0.083007,41649.6889,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000354
0.083362,4455,0.083005,27326.7719,Bitget,DOGE/USDT,2022-11-09T11:17:52.256Z,0.000357
0.083226,791,0.083184,782,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,4.20E-05
0.083227,1622,0.083183,960,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,4.40E-05
0.083242,1064,0.083181,1249,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,6.10E-05
0.083252,1229,0.083179,1676,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,7.30E-05
0.083254,1259,0.083178,1105,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,7.60E-05
0.083257,1460,0.083173,973,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,8.40E-05
0.083262,1648,0.083171,517,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,9.10E-05
0.083264,961,0.083169,847,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,9.50E-05
0.083266,568,0.083163,699,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000103
0.083271,1289,0.083161,1667,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.00011
0.083281,489,0.083159,734,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000122
0.083296,1124,0.083154,796,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000142
0.083302,1453,0.083148,681,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000154
0.083377,138328,0.083144,525,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000233
0.083419,138964,0.083103,154780,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000316
0.083442,43870,0.083061,132390,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000381
0.083463,119528,0.083029,162410,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000434
0.083518,100485,0.082973,94971,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000545
0.083569,43566,0.082916,96635,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000653
0.083638,73824,0.082875,82836,BitMart,DOGE/USDT,2022-11-09T11:18:03.355Z,0.000763
0.083305,43,0.083298,6303.33,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,7.00E-06
0.083373,803.33,0.083289,5500,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,8.40E-05
0.083381,1539.22,0.083281,84.92,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.0001
0.083388,1860.5,0.083275,1517.89,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000113
0.083391,1100.3,0.083249,4811.89,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000142
0.083409,6109.23,0.083244,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000165
0.083427,43,0.083243,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000184
0.083438,80.2,0.083241,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000197
0.08344,2205.68,0.083237,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000203
0.083454,1906.65,0.083235,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000219
0.083467,403746.1,0.083234,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000233
0.083474,204785.94,0.083198,6017.53,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000276
0.08348,12013.79,0.083172,10884.1,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000308
0.083484,100,0.083154,5936.57,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.00033
0.083491,2000,0.083137,268159.3,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000354
0.083534,42.54,0.083136,4710.61,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000398
0.083552,1000,0.083135,6826.62,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000417
0.083553,586474.47,0.083132,2000,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000421
0.083579,11982.46,0.083128,1419.54,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000451
0.083591,5401.69,0.083119,1550.74,Gate.io,DOGE/USDT,2022-11-09T11:18:13.711Z,0.000472
0.083507,3000.0008,0.083283,3000.0016,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000224
0.083509,3000.0048,0.083281,3000.0041,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000228
0.083511,3000.0043,0.083279,3000.0022,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000232
0.083513,3093.3617,0.083277,3000.0004,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000236
0.083515,8140.4255,0.083275,3757.5478,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.00024
0.083517,21422.1724,0.083273,9888.2837,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000244
0.083547,3000.0011,0.083272,3582.4041,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000275
0.083556,12.8052,0.083271,14221.4589,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000285
0.083557,7304.2629,0.083264,19540.0854,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000293
0.083566,3000,0.083263,52813.8389,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000303
0.083567,60805.008,0.08326,1895.5229,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000307
0.083574,510137.3447,0.083253,10599.3381,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000321
0.083577,14122.2114,0.083243,35477.3739,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000334
0.083586,3000.0032,0.083235,14713.3701,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000351
0.083587,41897.9081,0.083234,4455,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000353
0.083591,3000.0008,0.083233,108829.2985,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000358
0.083597,3587.162,0.083232,66718.7298,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000365
0.083607,54060.1396,0.083229,213882.365,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000378
0.083608,3000.0007,0.083223,140303.457,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000385
0.083609,3000.0048,0.083216,449095.2693,Bitget,DOGE/USDT,2022-11-09T11:18:24.545Z,0.000393
0.083296,1568,0.083254,1504,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,4.20E-05
0.083297,1213,0.083253,1280,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,4.40E-05
0.083299,696,0.083251,1530,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,4.80E-05
0.083302,1129,0.083249,1071,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,5.30E-05
0.083304,1617,0.083248,1427,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,5.60E-05
0.083306,1290,0.083246,1514,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,6.00E-05
0.083307,996,0.083244,1673,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,6.30E-05
0.083309,1254,0.083241,1190,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,6.80E-05
0.083311,494,0.083239,663,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,7.20E-05
0.083312,776,0.083238,1022,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,7.40E-05
0.083314,903,0.083236,935,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,7.80E-05
0.083316,1359,0.083234,1705,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,8.20E-05
0.083317,1492,0.083233,1470,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,8.40E-05
0.083319,1326,0.083231,1361,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,8.80E-05
0.083321,1237,0.083229,747,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,9.20E-05
0.083322,1389,0.083228,745,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,9.40E-05
0.083324,1465,0.083226,1589,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,9.80E-05
0.083326,484,0.083224,1667,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,0.000102
0.083327,1634,0.083223,1238,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,0.000104
0.083329,1137,0.083221,789,BitMart,DOGE/USDT,2022-11-09T11:18:36.419Z,0.000108
0.083393,42.84,0.083371,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,2.20E-05
0.0834,863.6,0.08337,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,3.00E-05
0.083401,0.21,0.083369,84.75,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,3.20E-05
0.083403,1727.2,0.083363,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,4.00E-05
0.083468,1725.6,0.083362,5500,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000106
0.083484,100,0.08336,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000124
0.083486,6004.86,0.083359,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000127
0.083491,1098.93,0.083358,5500,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000133
0.0835,239.676906,0.083355,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000145
0.083534,42.54,0.083354,2320.49,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.00018
0.083535,5931.2,0.083353,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000182
0.083542,1906.52,0.083333,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000209
0.083557,2000,0.083324,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000233
0.083566,2000,0.083323,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000243
0.083568,14291.5,0.083322,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000246
0.083595,21434,0.083307,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000288
0.083608,403746.1,0.083306,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000302
0.083616,29393.79,0.083303,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000313
0.083635,204785.94,0.0833,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000335
0.083655,5985.67,0.083299,1316.48,Gate.io,DOGE/USDT,2022-11-09T11:18:46.116Z,0.000356
0.083515,3000,0.083362,1894.9319,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000153
0.083516,9291.7675,0.083313,3000.002,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000203
0.083537,3000.0004,0.083311,3000.0034,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000226
0.083539,3000.0027,0.083309,3000.0035,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.00023
0.083541,3000.003,0.083307,3874.1362,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000234
0.083543,3000.0025,0.083305,10195.0952,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000238
0.083545,3000.0025,0.083303,26829.198,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000242
0.083547,3000.0044,0.083296,3000.0018,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000251
0.083549,3000.0026,0.083295,6435,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000254
0.083556,12.8052,0.083293,6751.2576,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000263
0.083557,7768.2429,0.083291,3000.0047,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000266
0.083562,76914.09,0.083283,6032.7924,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000279
0.083567,3000.0009,0.083278,3000.0005,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000289
0.083572,3000.002,0.083275,9012.96,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000297
0.083575,3000.0031,0.083273,37136.5354,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000302
0.083577,6142.721,0.083263,23557.4187,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000314
0.083582,3000.0034,0.083253,13002.7508,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000329
0.083587,16534.4577,0.083246,518676.2289,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000341
0.083597,14081.2917,0.083243,57275.9846,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000354
0.083601,3000.0019,0.083242,3000.0011,Bitget,DOGE/USDT,2022-11-09T11:18:57.664Z,0.000359
0.083569,616,0.083532,1047,BitMart,DOGE/USDT,2022-11-09T11:19:11.374Z,3.70E-05
0.083574,1238,0.083511,436,BitMart,DOGE/USDT,2022-11-09T11:19:11.374Z,6.30E-05
0.083576,820,0.083499,1050,BitMart,DOGE/USDT,2022-11-09T11:19:11.374Z,7.70E-05
